Nanoseconds,Millivolts
2650393966,999.0
2653042288,999.75
2655434726,999.9375
2657882008,999.375
2660916423,999.75
2663658183,1000.125
2666042965,999.9375
2668393736,999.375
2670751904,998.625
2673110384,999.0
2675486520,999.375
2677841875,999.5625
2680694208,997.3125
2683053156,998.8125
2685436740,998.625
2687808241,999.0
2690163023,1000.6875
2692888742,999.5625
2695316700,999.375
2698036117,998.625
2700390430,1000.3125
2702743910,999.375
2705126140,999.375
2707480662,999.375
2709848933,999.0
2712657776,999.375
2715045787,999.75
2717394267,1000.125
2719753060,1000.875
2722104092,999.75
2724473041,999.75
2727228394,999.0
2729959060,999.375
2732317645,999.0
2734714041,999.1875
2737077782,999.5625
2739430532,999.75
2741801981,999.0
2744169315,1000.3125
2746531650,999.375
2748885494,999.5625
2751661733,999.375
2754072661,999.375
2756388849,999.5625
2758755350,1000.125
2761779244,999.9375
2764514806,999.1875
2766871671,999.0
2769666087,999.0
2772025348,999.1875
2774424141,999.0
2776786267,998.4375
2779141101,999.0
2781490831,998.8125
2783846863,999.75
2786574769,999.75
2789151581,998.8125
2791736206,998.8125
2794771871,999.375
2797488162,999.0
2800053620,999.5625
2802610902,999.1875
2805187818,999.75
2807783120,999.75
2810343735,999.5625
2812912787,1000.3125
2815505954,999.75
2818070891,999.1875
2820637808,1000.125
2823230610,999.375
2825874610,999.5625
2828893191,999.1875
2831626982,1000.125
2834033327,998.625
2836350140,999.75
2838706381,998.25
2841069600,1000.125
2843425580,999.5625
2845798227,999.375
2848151134,999.9375
2850507271,999.75
2852858511,999.375
2855230168,999.0
2857582763,999.5625
2860299731,999.9375
2863041959,999.9375
2865789657,999.375
2868142512,1000.3125
2870529377,998.625
2872859836,999.375
2875232483,1000.125
2877586744,999.5625
2879981110,998.625
2882347350,1001.8125
2884722757,999.5625
2887070664,999.375
2889417321,998.4375
2891778666,1000.5
2894145115,999.75
2896882916,999.5625
2899614103,999.0
2901990135,999.375
2904344969,999.375
2906690429,999.1875
2909042346,999.5625
2911387024,999.5625
2913731286,998.8125
2916112630,1000.125
2918459444,998.4375
2920819174,999.1875
2923176456,999.375
2925565300,999.0
2927933312,999.0
2930677155,999.5625
2933419539,999.5625
2935773957,999.1875
2938125458,999.375
2940481125,1000.125
2942836949,998.625
2945203033,1000.125
2947557555,999.1875
2949912025,1000.6875
2952267067,1000.125
2954632474,999.9375
2956988663,999.9375
2959343653,1000.3125
2961717758,1000.125
2964479257,999.1875
2967267788,999.9375
2969627934,998.4375
2971983394,998.8125
2974353540,999.75
2976707593,999.375
2979061386,999.375
2981419293,999.5625
2983769961,999.9375
2986140732,999.5625
2988489264,998.8125
2990838109,998.8125
2993194089,999.9375
2995568767,999.75
2998291516,1000.125
3001052755,999.5625
3003425871,998.0625
3005798934,1000.3125
3008151581,998.625
3010505790,1000.3125
3012862343,999.75
3015229208,998.8125
3017597376,999.9375
3019952783,999.375
3022310378,999.0
3024700160,1000.3125
3027055567,999.1875
3029416963,999.0
3032146327,999.5625
3034889910,999.75
3037636201,999.1875
3039998796,998.625
3042358109,999.75
3044719141,1000.875
3047063559,1000.3125
3049410008,1000.125
3051754894,999.375
3054158478,999.75
3056511593,999.0
3058865855,999.75
3061218397,999.375
3063980938,1000.3125
3066695927,998.8125
3069104147,999.0
3071472002,999.5625
3073830950,999.75
3076210628,999.75
3078558796,999.5625
3080910088,997.875
3083254402,999.1875
3085664028,999.1875
3088022664,999.375
3090382967,998.4375
3092784988,999.5625
3095163052,999.0
3097903197,997.5
3100915737,997.6875
3103304112,1000.3125
3105675874,999.5625
3108015448,999.1875
3110360803,999.9375
3112710377,999.75
3115079846,998.25
3117435357,1000.125
3119791546,999.75
3122147838,1000.3125
3124513818,999.9375
3126871257,998.8125
3129294164,998.0625
3132300193,999.0
3135034297,999.5625
3137389235,999.1875
3139725059,999.9375
3142091351,999.375
3144598581,999.5625
3147139091,998.25
3149662467,999.5625
3152184696,999.375
3154719529,997.6875
3157765715,999.9375
3160599141,999.5625
3163408557,999.5625
3166416722,998.0625
3169320825,1000.5
3172139928,1000.3125
3174961948,999.0
3177778707,998.8125
3181028173,1001.4375
3183848005,999.5625
3186701952,999.75
3189503920,1001.0625
3193458227,999.375
3198801955,999.0
3202116577,999.5625
3204619692,999.375
3207094995,1000.125
3209570037,999.1875
3212043412,999.75
3214530954,999.9375
3217019017,999.375
3219846454,999.1875
3222323162,999.375
3224878725,1000.5
3227348402,999.75
3229824851,998.625
3232325153,1000.5
3235306547,998.625
3238583357,999.75
3241068034,998.625
3243537399,999.9375
3246208014,1000.125
3248674045,1000.875
3251147733,999.1875
3253903451,1000.5
3256370941,999.375
3258843796,1000.125
3261314150,999.375
3263786536,999.375
3266315276,999.375
3269212816,999.9375
3272539365,1001.4375
3275063209,999.0
3277562626,999.5625
3280061783,998.8125
3282559741,1000.6875
3285084575,998.625
3288131854,999.375
3290644865,999.1875
3293152303,999.9375
3295687813,998.25
3298203845,999.9375
3300723887,999.375
3303688406,1000.875
3306805789,998.625
3309310519,998.4375
3311840300,999.5625
3314386488,999.1875
3316912623,1000.125
3319436415,1000.5
3322389164,1000.125
3325212434,998.8125
3328042630,997.6875
3330867202,999.75
3333728962,999.9375
3337146969,1000.125
3340054561,999.1875
3342877102,999.375
3345731934,999.0
3348554110,998.8125
3351383265,998.625
3354268670,999.9375
3357106367,1000.5
3359967345,998.8125
3362827854,1000.125
3365679874,1000.3125
3368572466,998.625
3372223337,999.1875
3375595042,999.75
3378423104,999.375
3381251478,1000.3125
3384140581,999.5625
3386913903,999.9375
3389800766,999.9375
3392624765,999.5625
3395489858,999.0
3398333909,998.8125
3401151553,999.75
3404398936,998.8125
3407648090,999.75
3410483964,999.5625
3413309942,999.375
3416231440,999.75
3419047627,999.5625
3421871470,999.0
3424748802,1000.6875
3427594988,998.625
3430425445,999.0
3433258924,999.5625
3436294745,998.25
3439612856,1000.125
3442529771,998.8125
3445374552,999.0
3448203967,998.8125
3451034841,999.0
3453857903,999.375
3456716329,999.75
3459528817,1000.125
3462383910,998.8125
3465249680,1001.25
3468082481,999.75
3470813095,999.375
3474506621,998.625
3477748431,998.625
3480577118,999.75
3483403669,1000.125
3486310688,999.75
3489128229,998.625
3491974988,999.75
3494821122,999.75
3497660382,998.8125
3500517454,998.625
3503356244,998.8125
3506678418,999.5625
3510315591,999.375
3513179381,1000.5
3516024162,999.0
3518890556,999.1875
3521718409,1000.5
3524572773,999.75
3527425730,1000.125
3530237385,999.375
3533061176,999.75
3535943091,999.75
3538816361,999.75
3542468378,999.5625
3545723729,999.5625
3548555749,999.0
3551409852,998.8125
3554252236,999.5625
3557082485,999.1875
3559910130,999.9375
3562735014,999.375
3565613701,999.75
3568427127,999.0
3571244199,999.5625
3574301947,1000.125
3577252299,999.9375
3579769060,999.9375
3582297019,999.375
3584869925,999.375
3587384863,999.375
3589908550,998.25
3592433175,1000.3125
3594977019,999.0
3597512686,998.0625
3600099446,999.9375
3602646520,999.0
3605255936,999.1875
3608177487,999.375
3611127266,999.75
3613657412,999.0
3616213860,1002.1875
3618735413,998.8125
3621253684,999.375
3623774663,1000.125
3626329340,998.8125
3628842768,999.0
3631367810,998.4375
3633975299,999.75
3636477320,999.9375
3639000383,999.5625
3641908652,999.1875
3644968327,1000.5
3647492536,999.5625
3650013307,1000.6875
3652546630,999.1875
3655094797,1000.125
3657614370,999.0
3660136391,999.9375
3662653516,999.9375
3665204964,998.4375
3667740058,999.5625
3670783900,999.75
3673324411,999.5625
3676281951,999.5625
3679625531,1000.875
3682152135,999.0
3684695094,999.5625
3687216386,999.1875
3689739917,999.75
3692261469,1000.125
3694822553,999.75
3697347543,1000.5
3699867949,1001.4375
3702391897,999.75
3704923814,999.5625
3707465418,999.0
3710822540,998.8125
3713757372,999.9375
3716308143,1000.125
3718825997,999.0
3721356821,999.75
3723919831,997.5
3726421696,999.75
3728941113,999.75
3731465217,999.1875
3734038280,1000.125
3736526082,998.625
3739042114,999.5625
3741659655,999.1875
3745049954,999.1875
3747993327,999.5625
3750518682,999.75
3753053724,1000.3125
3755605276,999.375
3758123859,999.0
3760652912,1000.125
3763172693,999.0
3765717370,998.25
3768861837,999.375
3771392660,999.1875
3774094888,999.0
3776871908,999.375
3779811324,999.0
3782339959,998.625
3785483228,1000.3125
3788006290,1000.3125
3790530603,1000.6875
3793064135,999.5625
3795618447,998.8125
3798125416,999.375
3800645823,999.75
3803169562,999.1875
3805709761,999.375
3808233032,999.5625
3811179843,998.8125
3814578683,1000.875
3817117319,999.375
3819685173,999.9375
3822226569,999.1875
3824824371,1000.125
3827345506,997.875
3829866746,999.5625
3832401007,999.9375
3834944069,1000.125
3837458278,999.5625
3839977174,998.625
3842508622,999.375
3845869129,1000.3125
3848785472,999.75
3851306972,999.1875
3854196544,999.9375
3856751377,999.9375
3859275742,1000.3125
3861798804,998.4375
3864341971,999.375
3866861961,999.9375
3869388045,1000.6875
3871900378,998.25
3874442191,1000.3125
3877381346,998.0625
3879928731,998.4375
3882886896,999.1875
3885467511,999.5625
3887987501,999.375
3890495511,999.5625
3893006439,1000.125
3895545283,999.375
3898062043,1000.3125
3900584585,999.1875
3903110356,999.75
3905658158,1000.125
3908150752,999.75
3911052772,1000.6875
3913564741,999.375
3916522177,999.5625
3919053000,999.1875
3921578719,1000.3125
3924202354,999.75
3926731458,999.5625
3929270979,999.5625
3931792167,999.9375
3934340438,999.375
3936878188,999.5625
3939400626,998.625
3941929001,999.375
3944908833,999.5625
3947432885,999.5625
3950356727,999.0
3952901405,998.4375
3955449415,999.1875
3957960551,999.9375
3960484759,1000.125
3963052249,1000.125
3965623124,999.0
3968157489,998.25
3970691541,1001.8125
3973216427,998.625
3975761156,1000.3125
3978721248,999.375
3981263477,999.0
3984244559,999.75
3986767830,1000.3125
3989292195,999.9375
3991820831,999.375
3994372070,1000.3125
3996895185,999.1875
3999437310,999.5625
4001991727,999.9375
4004566821,999.75
4007085873,998.4375
4009611904,999.0
4012556684,998.8125
4015103080,998.8125
4018029110,999.375
4020564568,998.4375
4023085340,1001.25
4025638090,1000.125
4028156725,999.0
4030680778,999.0
4033212434,999.75
4035765497,998.8125
4038311215,999.9375
4040827351,998.25
4043362185,999.9375
4046370454,998.8125
4048905756,1000.125
4051816682,999.5625
4054344640,999.1875
4056874682,999.5625
4059399047,999.5625
4061927734,999.5625
4064483141,998.4375
4067004433,999.75
4069571506,1000.125
4072104516,999.5625
4074653933,999.375
4077164287,999.9375
4080067296,999.9375
4082580099,1000.3125
4085526597,1000.125
4088039139,997.5
4090566525,998.625
4093093442,999.375
4095667494,999.5625
4098188317,1000.125
4100710442,999.5625
4103293765,1000.3125
4105846984,1000.3125
4108349005,998.8125
4110862432,999.75
4113855129,998.4375
4116435431,999.1875
4119348856,999.375
4121880200,999.375
4124429252,999.5625
4126945492,1000.3125
4129470899,999.5625
4131998545,1000.5
4134575201,999.75
4137066128,999.375
4139611483,999.9375
4142102775,998.0625
4144634431,999.5625
4147548951,999.0
4150081284,999.9375
4153007158,999.5625
4155564387,998.8125
4158076408,1000.125
4160606137,999.5625
4163131231,999.375
4165685856,998.625
4168197305,1000.125
4170719638,999.9375
4173472596,999.9375
4176014617,999.5625
4178534450,999.1875
4181452616,1000.3125
4184045990,999.75
4186914156,1000.875
4189440760,998.0625
4191968563,999.9375
4194503865,999.375
4197022344,1000.875
4199550459,1000.125
4202072688,1000.5
4204606324,999.5625
4207120533,1000.125
4209710678,999.75
4212242751,1000.3125
4215266645,1000.3125
4217829343,999.375
4220758498,999.5625
4223286405,1000.875
4225837228,1000.5
4228339978,999.375
4230862728,998.4375
4233398864,999.5625
4235944374,999.0
4238458374,999.375
4240988416,999.1875
4243548041,999.5625
4246118500,998.625
4249101144,1000.3125
4251676394,998.8125
4254613153,999.5625
4257141632,999.75
4259668862,999.9375
4262196143,997.3125
4264732799,999.375
4267248310,998.8125
4269768560,999.5625
4272317300,1000.5
4274864686,999.375
4277376342,999.375
4279896228,1000.5
4282934236,999.375
4285559017,999.375
4288504891,1000.6875
4291030245,999.5625
4293560704,999.5625
4296138870,1000.125
4298660162,999.375
4301180465,999.75
4303706079,999.9375
4306250704,999.75
4308761215,1000.875
4311312246,999.1875
4314257182,1000.3125
4317215504,998.4375
4320188669,999.375
4322721575,999.75
4325268857,999.9375
4327797336,998.8125
4330326701,999.5625
4332853618,999.1875
4335391368,999.75
4337895993,999.1875
4340402962,1000.125
4342907952,999.5625
4345459608,1002.375
4347977723,996.9375
4350891045,999.75
4354209833,999.5625
4356733156,1000.6875
4359307313,999.375
4361849021,999.375
4364378646,1000.125
4366867178,999.1875
4369374720,999.0
4371866116,999.375
4374374804,999.9375
4376879585,999.0
4379390617,998.8125
4381899044,999.5625
4384839761,999.1875
4388213394,999.375
4390728331,999.75
4393249727,999.75
4395786801,999.0
4398303249,999.1875
4400837249,999.5625
4403357499,999.0
4405896603,1000.3125
4408434301,999.75
4410959239,999.75
4413478708,1000.125
4416016823,1000.125
4418926603,999.75
4421855237,999.5625
4424410435,998.25
4426974539,999.5625
4429504945,997.6875
4432030300,996.75
4434606331,999.375
4437123092,999.5625
4439641415,1000.875
4442258123,999.1875
4444907018,999.375
4447418154,999.1875
4449942311,1000.3125
4452857090,999.0
4455804318,999.375
4458315818,1001.0625
4460841225,999.0
4463662776,999.1875
4466218703,999.75
4468735203,1000.6875
4471258162,998.8125
4473776641,1000.5
4476329183,999.375
4478837610,999.5625
4481357496,999.9375
4483923006,1000.6875
